DATE;CUSTOMER;QUANTITY
06/03/2018;MINCI DELICE;1979
06/03/2018;NUTRAVANCE;244
07/03/2018;MINCI DELICE;1956
07/03/2018;NUTRAVANCE;186
08/03/2018;MINCI DELICE;1555
08/03/2018;NUTRAVANCE;133
09/03/2018;MINCI DELICE;1364
09/03/2018;NUTRAVANCE;76
12/03/2018;MINCI DELICE;4256
12/03/2018;NUTRAVANCE;196
13/03/2018;MINCI DELICE;2338
13/03/2018;NUTRAVANCE;285
14/03/2018;MINCI DELICE;1705
14/03/2018;NUTRAVANCE;201
15/03/2018;MINCI DELICE;1453
15/03/2018;NUTRAVANCE;204
16/03/2018;MINCI DELICE;1329
16/03/2018;NUTRAVANCE;262
19/03/2018;MINCI DELICE;3140
19/03/2018;NUTRAVANCE;285
20/03/2018;MINCI DELICE;1831
20/03/2018;NUTRAVANCE;181
21/03/2018;MINCI DELICE;1679
21/03/2018;NUTRAVANCE;149
22/03/2018;MINCI DELICE;1694
22/03/2018;NUTRAVANCE;120
23/03/2018;MINCI DELICE;1534
23/03/2018;NUTRAVANCE;68
26/03/2018;MINCI DELICE;3348
26/03/2018;NUTRAVANCE;163
27/03/2018;MINCI DELICE;1796
27/03/2018;NUTRAVANCE;203
28/03/2018;MINCI DELICE;1363
28/03/2018;NUTRAVANCE;178
29/03/2018;MINCI DELICE;1252
29/03/2018;NUTRAVANCE;107
30/03/2018;MINCI DELICE;1219
30/03/2018;NUTRAVANCE;91
02/04/2018;MINCI DELICE;2379
02/04/2018;NUTRAVANCE;185
03/04/2018;MINCI DELICE;2292
03/04/2018;NUTRAVANCE;8
04/04/2018;MINCI DELICE;2421
04/04/2018;NUTRAVANCE;85
05/04/2018;MINCI DELICE;1946
05/04/2018;NUTRAVANCE;229
06/04/2018;MINCI DELICE;1746
06/04/2018;NUTRAVANCE;233
09/04/2018;MINCI DELICE;4023
09/04/2018;NUTRAVANCE;52
10/04/2018;MINCI DELICE;2108
10/04/2018;NUTRAVANCE;232
11/04/2018;MINCI DELICE;1995
11/04/2018;NUTRAVANCE;115
12/04/2018;MINCI DELICE;1799
12/04/2018;NUTRAVANCE;202
13/04/2018;MINCI DELICE;1625
13/04/2018;NUTRAVANCE;82
16/04/2018;MINCI DELICE;4058
16/04/2018;NUTRAVANCE;162
17/04/2018;MINCI DELICE;2322
17/04/2018;NUTRAVANCE;121
18/04/2018;MINCI DELICE;1696
18/04/2018;NUTRAVANCE;66
19/04/2018;MINCI DELICE;1658
19/04/2018;NUTRAVANCE;157
20/04/2018;MINCI DELICE;1805
20/04/2018;NUTRAVANCE;98
23/04/2018;MINCI DELICE;3924
23/04/2018;NUTRAVANCE;85
24/04/2018;MINCI DELICE;1923
24/04/2018;NUTRAVANCE;198
25/04/2018;MINCI DELICE;1603
25/04/2018;NUTRAVANCE;121
26/04/2018;MINCI DELICE;1706
26/04/2018;NUTRAVANCE;38
27/04/2018;MINCI DELICE;1816
27/04/2018;NUTRAVANCE;87
30/04/2018;MINCI DELICE;3078
30/04/2018;NUTRAVANCE;56
02/05/2018;MINCI DELICE;4122
02/05/2018;NUTRAVANCE;104
03/05/2018;MINCI DELICE;2660
03/05/2018;NUTRAVANCE;208
04/05/2018;MINCI DELICE;1836
04/05/2018;NUTRAVANCE;183
07/05/2018;MINCI DELICE;3863
07/05/2018;NUTRAVANCE;189
08/05/2018;MINCI DELICE;2274
08/05/2018;NUTRAVANCE;73
09/05/2018;MINCI DELICE;2094
09/05/2018;NUTRAVANCE;15
11/05/2018;MINCI DELICE;3049
11/05/2018;NUTRAVANCE;58
14/05/2018;MINCI DELICE;4008
14/05/2018;NUTRAVANCE;132
15/05/2018;MINCI DELICE;1727
15/05/2018;NUTRAVANCE;105
16/05/2018;MINCI DELICE;1993
16/05/2018;NUTRAVANCE;164
17/05/2018;MINCI DELICE;1460
17/05/2018;NUTRAVANCE;199
18/05/2018;MINCI DELICE;1341
18/05/2018;NUTRAVANCE;111
21/05/2018;MINCI DELICE;2711
21/05/2018;NUTRAVANCE;102
22/05/2018;MINCI DELICE;2062
23/05/2018;MINCI DELICE;1962
23/05/2018;NUTRAVANCE;222
24/05/2018;MINCI DELICE;1353
24/05/2018;NUTRAVANCE;163
25/05/2018;MINCI DELICE;1476
25/05/2018;NUTRAVANCE;232
28/05/2018;MINCI DELICE;3703
28/05/2018;NUTRAVANCE;79
29/05/2018;MINCI DELICE;1882
29/05/2018;NUTRAVANCE;193
30/05/2018;MINCI DELICE;1754
30/05/2018;NUTRAVANCE;130
31/05/2018;MINCI DELICE;1556
31/05/2018;NUTRAVANCE;90
01/06/2018;MINCI DELICE;1423
01/06/2018;NUTRAVANCE;153
04/06/2018;MINCI DELICE;3798
04/06/2018;NUTRAVANCE;47
05/06/2018;MINCI DELICE;2004
05/06/2018;NUTRAVANCE;88
06/06/2018;MINCI DELICE;1605
06/06/2018;NUTRAVANCE;224
07/06/2018;MINCI DELICE;1383
07/06/2018;NUTRAVANCE;92
08/06/2018;MINCI DELICE;1236
08/06/2018;NUTRAVANCE;160
11/06/2018;MINCI DELICE;3694
11/06/2018;NUTRAVANCE;172
12/06/2018;MINCI DELICE;1759
12/06/2018;NUTRAVANCE;112
13/06/2018;MINCI DELICE;1677
13/06/2018;NUTRAVANCE;152
14/06/2018;MINCI DELICE;1362
14/06/2018;NUTRAVANCE;123
15/06/2018;MINCI DELICE;1060
15/06/2018;NUTRAVANCE;96
18/06/2018;MINCI DELICE;3312
18/06/2018;NUTRAVANCE;97
19/06/2018;MINCI DELICE;1566
19/06/2018;NUTRAVANCE;126
20/06/2018;MINCI DELICE;1645
20/06/2018;NUTRAVANCE;156
21/06/2018;MINCI DELICE;1313
21/06/2018;NUTRAVANCE;88
22/06/2018;MINCI DELICE;1168
22/06/2018;NUTRAVANCE;134
25/06/2018;MINCI DELICE;2657
25/06/2018;NUTRAVANCE;101
26/06/2018;MINCI DELICE;1733
26/06/2018;NUTRAVANCE;92
27/06/2018;MINCI DELICE;1807
27/06/2018;NUTRAVANCE;125
28/06/2018;MINCI DELICE;1174
28/06/2018;NUTRAVANCE;39
29/06/2018;MINCI DELICE;1550
29/06/2018;NUTRAVANCE;54
02/07/2018;MINCI DELICE;3026
02/07/2018;NUTRAVANCE;99
03/07/2018;MINCI DELICE;1714
03/07/2018;NUTRAVANCE;151
04/07/2018;MINCI DELICE;1368
04/07/2018;NUTRAVANCE;125
05/07/2018;MINCI DELICE;1065
05/07/2018;NUTRAVANCE;13
06/07/2018;MINCI DELICE;957
06/07/2018;NUTRAVANCE;219
09/07/2018;MINCI DELICE;2407
09/07/2018;NUTRAVANCE;77
10/07/2018;MINCI DELICE;1923
10/07/2018;NUTRAVANCE;116
11/07/2018;MINCI DELICE;709
11/07/2018;NUTRAVANCE;98
12/07/2018;MINCI DELICE;1361
12/07/2018;NUTRAVANCE;48
13/07/2018;MINCI DELICE;819
13/07/2018;NUTRAVANCE;118
16/07/2018;MINCI DELICE;2387
16/07/2018;NUTRAVANCE;80
17/07/2018;MINCI DELICE;1140
17/07/2018;NUTRAVANCE;99
18/07/2018;MINCI DELICE;1327
18/07/2018;NUTRAVANCE;109
19/07/2018;MINCI DELICE;1234
19/07/2018;NUTRAVANCE;45
20/07/2018;MINCI DELICE;835
20/07/2018;NUTRAVANCE;92
23/07/2018;MINCI DELICE;2509
23/07/2018;NUTRAVANCE;81
24/07/2018;MINCI DELICE;1673
24/07/2018;NUTRAVANCE;167
25/07/2018;MINCI DELICE;1498
25/07/2018;NUTRAVANCE;198
26/07/2018;MINCI DELICE;1299
26/07/2018;NUTRAVANCE;184
27/07/2018;MINCI DELICE;977
27/07/2018;NUTRAVANCE;183
30/07/2018;MINCI DELICE;1915
30/07/2018;NUTRAVANCE;30
31/07/2018;MINCI DELICE;915
31/07/2018;NUTRAVANCE;19
01/08/2018;MINCI DELICE;1262
01/08/2018;NUTRAVANCE;1
02/08/2018;MINCI DELICE;790
02/08/2018;NUTRAVANCE;8
03/08/2018;MINCI DELICE;1082
03/08/2018;NUTRAVANCE;57
06/08/2018;MINCI DELICE;1999
06/08/2018;NUTRAVANCE;13
07/08/2018;MINCI DELICE;1113
07/08/2018;NUTRAVANCE;18
08/08/2018;MINCI DELICE;893
08/08/2018;NUTRAVANCE;10
09/08/2018;MINCI DELICE;968
09/08/2018;NUTRAVANCE;24
10/08/2018;MINCI DELICE;669
10/08/2018;NUTRAVANCE;14
13/08/2018;MINCI DELICE;1789
13/08/2018;NUTRAVANCE;25
14/08/2018;MINCI DELICE;1165
14/08/2018;NUTRAVANCE;2
16/08/2018;MINCI DELICE;1428
16/08/2018;NUTRAVANCE;13
17/08/2018;MINCI DELICE;1030
17/08/2018;NUTRAVANCE;6
20/08/2018;MINCI DELICE;2135
20/08/2018;NUTRAVANCE;100
21/08/2018;MINCI DELICE;1578
21/08/2018;NUTRAVANCE;253
22/08/2018;MINCI DELICE;1317
22/08/2018;NUTRAVANCE;104
23/08/2018;MINCI DELICE;1292
23/08/2018;NUTRAVANCE;258
24/08/2018;MINCI DELICE;1082
24/08/2018;NUTRAVANCE;47
27/08/2018;MINCI DELICE;3125
27/08/2018;NUTRAVANCE;87
28/08/2018;MINCI DELICE;1735
28/08/2018;NUTRAVANCE;137
29/08/2018;MINCI DELICE;1335
29/08/2018;NUTRAVANCE;134
30/08/2018;MINCI DELICE;1217
30/08/2018;NUTRAVANCE;65
31/08/2018;MINCI DELICE;1048
31/08/2018;NUTRAVANCE;77
01/09/2018;MINCI DELICE;763
01/09/2018;NUTRAVANCE;135
03/09/2018;MINCI DELICE;2723
03/09/2018;NUTRAVANCE;59
04/09/2018;MINCI DELICE;1623
04/09/2018;NUTRAVANCE;207
05/09/2018;MINCI DELICE;1367
05/09/2018;NUTRAVANCE;182
06/09/2018;MINCI DELICE;1327
06/09/2018;NUTRAVANCE;191
07/09/2018;MINCI DELICE;1241
07/09/2018;NUTRAVANCE;135
10/09/2018;MINCI DELICE;2911
10/09/2018;NUTRAVANCE;205
11/09/2018;MINCI DELICE;1700
11/09/2018;NUTRAVANCE;195
12/09/2018;MINCI DELICE;1527
12/09/2018;NUTRAVANCE;265
13/09/2018;MINCI DELICE;1508
13/09/2018;NUTRAVANCE;371
14/09/2018;MINCI DELICE;982
14/09/2018;NUTRAVANCE;342
17/09/2018;MINCI DELICE;2861
17/09/2018;NUTRAVANCE;210
18/09/2018;MINCI DELICE;1735
18/09/2018;NUTRAVANCE;284
19/09/2018;MINCI DELICE;1392
19/09/2018;NUTRAVANCE;443
20/09/2018;MINCI DELICE;1028
20/09/2018;NUTRAVANCE;530
21/09/2018;MINCI DELICE;919
21/09/2018;NUTRAVANCE;552
24/09/2018;MINCI DELICE;3279
24/09/2018;NUTRAVANCE;516
25/09/2018;MINCI DELICE;1586
25/09/2018;NUTRAVANCE;140
26/09/2018;MINCI DELICE;1755
26/09/2018;NUTRAVANCE;115
27/09/2018;MINCI DELICE;1319
27/09/2018;NUTRAVANCE;165
28/09/2018;MINCI DELICE;1405
28/09/2018;NUTRAVANCE;158
01/10/2018;MINCI DELICE;2893
01/10/2018;NUTRAVANCE;311
02/10/2018;MINCI DELICE;1323
02/10/2018;NUTRAVANCE;234
03/10/2018;MINCI DELICE;1671
03/10/2018;NUTRAVANCE;272
04/10/2018;MINCI DELICE;1173
04/10/2018;NUTRAVANCE;203
05/10/2018;MINCI DELICE;800
05/10/2018;NUTRAVANCE;357
08/10/2018;MINCI DELICE;3117
08/10/2018;NUTRAVANCE;284
09/10/2018;MINCI DELICE;1857
09/10/2018;NUTRAVANCE;237
10/10/2018;MINCI DELICE;1315
10/10/2018;NUTRAVANCE;164
11/10/2018;MINCI DELICE;1078
11/10/2018;NUTRAVANCE;330
12/10/2018;MINCI DELICE;752
12/10/2018;NUTRAVANCE;328
15/10/2018;MINCI DELICE;2683
15/10/2018;NUTRAVANCE;170
16/10/2018;MINCI DELICE;1733
16/10/2018;NUTRAVANCE;266
17/10/2018;MINCI DELICE;1665
17/10/2018;NUTRAVANCE;201
18/10/2018;MINCI DELICE;1273
18/10/2018;NUTRAVANCE;167
19/10/2018;MINCI DELICE;1407
19/10/2018;NUTRAVANCE;281
22/10/2018;MINCI DELICE;2388
22/10/2018;NUTRAVANCE;281
23/10/2018;MINCI DELICE;1266
23/10/2018;NUTRAVANCE;130
24/10/2018;MINCI DELICE;1149
24/10/2018;NUTRAVANCE;237
25/10/2018;MINCI DELICE;865
25/10/2018;NUTRAVANCE;229
26/10/2018;MINCI DELICE;1020
26/10/2018;NUTRAVANCE;88
29/10/2018;MINCI DELICE;2560
29/10/2018;NUTRAVANCE;127
30/10/2018;MINCI DELICE;1515
30/10/2018;NUTRAVANCE;156
31/10/2018;MINCI DELICE;1057
31/10/2018;NUTRAVANCE;63
02/11/2018;MINCI DELICE;2301
02/11/2018;NUTRAVANCE;159
05/11/2018;MINCI DELICE;3650
05/11/2018;NUTRAVANCE;84
06/11/2018;MINCI DELICE;1549
06/11/2018;NUTRAVANCE;281
07/11/2018;MINCI DELICE;1618
07/11/2018;NUTRAVANCE;139
08/11/2018;MINCI DELICE;1329
08/11/2018;NUTRAVANCE;229
09/11/2018;MINCI DELICE;985
09/11/2018;NUTRAVANCE;73
12/11/2018;MINCI DELICE;2745
12/11/2018;NUTRAVANCE;133
13/11/2018;MINCI DELICE;1410
13/11/2018;NUTRAVANCE;231
14/11/2018;MINCI DELICE;1330
14/11/2018;NUTRAVANCE;156
15/11/2018;MINCI DELICE;979
15/11/2018;NUTRAVANCE;186
16/11/2018;MINCI DELICE;924
16/11/2018;NUTRAVANCE;117
17/11/2018;MINCI DELICE;499
19/11/2018;MINCI DELICE;1969
19/11/2018;NUTRAVANCE;141
20/11/2018;MINCI DELICE;1821
20/11/2018;NUTRAVANCE;248
21/11/2018;MINCI DELICE;1121
21/11/2018;NUTRAVANCE;79
22/11/2018;MINCI DELICE;1007
22/11/2018;NUTRAVANCE;384
23/11/2018;MINCI DELICE;1641
23/11/2018;NUTRAVANCE;82
24/11/2018;MINCI DELICE;1270
24/11/2018;NUTRAVANCE;120
26/11/2018;MINCI DELICE;2550
26/11/2018;NUTRAVANCE;17
27/11/2018;MINCI DELICE;1397
27/11/2018;NUTRAVANCE;179
28/11/2018;MINCI DELICE;704
28/11/2018;NUTRAVANCE;220
29/11/2018;MINCI DELICE;854
29/11/2018;NUTRAVANCE;243
30/11/2018;MINCI DELICE;855
30/11/2018;NUTRAVANCE;48
01/12/2018;MINCI DELICE;666
01/12/2018;NUTRAVANCE;221
03/12/2018;MINCI DELICE;1501
03/12/2018;NUTRAVANCE;153
04/12/2018;MINCI DELICE;1288
04/12/2018;NUTRAVANCE;314
05/12/2018;MINCI DELICE;987
05/12/2018;NUTRAVANCE;275
06/12/2018;MINCI DELICE;721
06/12/2018;NUTRAVANCE;266
07/12/2018;MINCI DELICE;699
07/12/2018;NUTRAVANCE;103
08/12/2018;MINCI DELICE;468
08/12/2018;NUTRAVANCE;107
10/12/2018;MINCI DELICE;1114
10/12/2018;NUTRAVANCE;79
11/12/2018;MINCI DELICE;1246
11/12/2018;NUTRAVANCE;193
12/12/2018;MINCI DELICE;905
12/12/2018;NUTRAVANCE;159
13/12/2018;MINCI DELICE;575
13/12/2018;NUTRAVANCE;218
14/12/2018;MINCI DELICE;586
14/12/2018;NUTRAVANCE;347
15/12/2018;MINCI DELICE;556
15/12/2018;NUTRAVANCE;101
17/12/2018;MINCI DELICE;1441
17/12/2018;NUTRAVANCE;17
18/12/2018;MINCI DELICE;818
18/12/2018;NUTRAVANCE;369
19/12/2018;MINCI DELICE;1130
19/12/2018;NUTRAVANCE;282
20/12/2018;MINCI DELICE;474
20/12/2018;NUTRAVANCE;192
21/12/2018;MINCI DELICE;315
21/12/2018;NUTRAVANCE;162
24/12/2018;MINCI DELICE;1336
24/12/2018;NUTRAVANCE;38
26/12/2018;MINCI DELICE;864
26/12/2018;NUTRAVANCE;7
27/12/2018;MINCI DELICE;1049
27/12/2018;NUTRAVANCE;10
28/12/2018;MINCI DELICE;1307
28/12/2018;NUTRAVANCE;3
31/12/2018;MINCI DELICE;2365
31/12/2018;NUTRAVANCE;20
02/01/2019;MINCI DELICE;2435
02/01/2019;NUTRAVANCE;86
03/01/2019;MINCI DELICE;2248
03/01/2019;NUTRAVANCE;155
04/01/2019;MINCI DELICE;2034
04/01/2019;NUTRAVANCE;186
07/01/2019;MINCI DELICE;4344
07/01/2019;NUTRAVANCE;143
08/01/2019;MINCI DELICE;2045
08/01/2019;NUTRAVANCE;195
09/01/2019;MINCI DELICE;1814
09/01/2019;NUTRAVANCE;117
10/01/2019;MINCI DELICE;2013
10/01/2019;NUTRAVANCE;74
11/01/2019;MINCI DELICE;1523
11/01/2019;NUTRAVANCE;98
14/01/2019;MINCI DELICE;3788
14/01/2019;NUTRAVANCE;143
15/01/2019;MINCI DELICE;1730
15/01/2019;NUTRAVANCE;107
16/01/2019;MINCI DELICE;1479
16/01/2019;NUTRAVANCE;227
17/01/2019;MINCI DELICE;1474
17/01/2019;NUTRAVANCE;133
18/01/2019;MINCI DELICE;1103
18/01/2019;NUTRAVANCE;184
21/01/2019;MINCI DELICE;3722
21/01/2019;NUTRAVANCE;86
22/01/2019;MINCI DELICE;1896
22/01/2019;NUTRAVANCE;160
23/01/2019;MINCI DELICE;1751
23/01/2019;NUTRAVANCE;137
24/01/2019;MINCI DELICE;1482
24/01/2019;NUTRAVANCE;86
25/01/2019;MINCI DELICE;1149
25/01/2019;NUTRAVANCE;236
28/01/2019;MINCI DELICE;3374
28/01/2019;NUTRAVANCE;182
29/01/2019;MINCI DELICE;1785
29/01/2019;NUTRAVANCE;164
30/01/2019;MINCI DELICE;1821
30/01/2019;NUTRAVANCE;210
31/01/2019;MINCI DELICE;1555
31/01/2019;NUTRAVANCE;95
01/02/2019;MINCI DELICE;1691
01/02/2019;NUTRAVANCE;119
02/02/2019;MINCI DELICE;1352
02/02/2019;NUTRAVANCE;185
04/02/2019;MINCI DELICE;2637
04/02/2019;NUTRAVANCE;54
05/02/2019;MINCI DELICE;2064
05/02/2019;NUTRAVANCE;449
06/02/2019;MINCI DELICE;2211
06/02/2019;NUTRAVANCE;192
07/02/2019;MINCI DELICE;1621
07/02/2019;NUTRAVANCE;161
08/02/2019;MINCI DELICE;1595
08/02/2019;NUTRAVANCE;83
11/02/2019;MINCI DELICE;3371
11/02/2019;NUTRAVANCE;207
12/02/2019;MINCI DELICE;2036
12/02/2019;NUTRAVANCE;327
13/02/2019;MINCI DELICE;1732
13/02/2019;NUTRAVANCE;188
14/02/2019;MINCI DELICE;1114
14/02/2019;NUTRAVANCE;171
15/02/2019;MINCI DELICE;1323
15/02/2019;NUTRAVANCE;120
18/02/2019;MINCI DELICE;3384
18/02/2019;NUTRAVANCE;194
19/02/2019;MINCI DELICE;2348
19/02/2019;NUTRAVANCE;195
20/02/2019;MINCI DELICE;2018
20/02/2019;NUTRAVANCE;158
21/02/2019;MINCI DELICE;1819
21/02/2019;NUTRAVANCE;147
22/02/2019;MINCI DELICE;1622
22/02/2019;NUTRAVANCE;186
25/02/2019;MINCI DELICE;3762
25/02/2019;NUTRAVANCE;123
26/02/2019;MINCI DELICE;2009
26/02/2019;NUTRAVANCE;273
27/02/2019;MINCI DELICE;1777
27/02/2019;NUTRAVANCE;114
28/02/2019;MINCI DELICE;1864
28/02/2019;NUTRAVANCE;66
01/03/2019;MINCI DELICE;2039
01/03/2019;NUTRAVANCE;129
02/03/2019;MINCI DELICE;1233
02/03/2019;NUTRAVANCE;178
04/03/2019;MINCI DELICE;3244
04/03/2019;NUTRAVANCE;10
05/03/2019;MINCI DELICE;2680
05/03/2019;NUTRAVANCE;652
06/03/2019;MINCI DELICE;2090
06/03/2019;NUTRAVANCE;219
07/03/2019;MINCI DELICE;1735
07/03/2019;NUTRAVANCE;192
08/03/2019;MINCI DELICE;1342
08/03/2019;NUTRAVANCE;154
09/03/2019;MINCI DELICE;1007
09/03/2019;NUTRAVANCE;51
11/03/2019;MINCI DELICE;3767
11/03/2019;NUTRAVANCE;1
12/03/2019;MINCI DELICE;2324
12/03/2019;NUTRAVANCE;248
13/03/2019;MINCI DELICE;2005
13/03/2019;NUTRAVANCE;113
14/03/2019;MINCI DELICE;1602
14/03/2019;NUTRAVANCE;454
15/03/2019;MINCI DELICE;1293
15/03/2019;NUTRAVANCE;333
18/03/2019;MINCI DELICE;3435
18/03/2019;NUTRAVANCE;238
19/03/2019;MINCI DELICE;2673
19/03/2019;NUTRAVANCE;258
20/03/2019;MINCI DELICE;2158
20/03/2019;NUTRAVANCE;177
21/03/2019;MINCI DELICE;1827
21/03/2019;NUTRAVANCE;73
22/03/2019;MINCI DELICE;1660
22/03/2019;NUTRAVANCE;182
25/03/2019;MINCI DELICE;4005
25/03/2019;NUTRAVANCE;66
26/03/2019;MINCI DELICE;1993
26/03/2019;NUTRAVANCE;122
27/03/2019;MINCI DELICE;1817
27/03/2019;NUTRAVANCE;240
28/03/2019;MINCI DELICE;1975
28/03/2019;NUTRAVANCE;149
29/03/2019;MINCI DELICE;1756
29/03/2019;NUTRAVANCE;114
01/04/2019;MINCI DELICE;3788
01/04/2019;NUTRAVANCE;176
02/04/2019;MINCI DELICE;1491
02/04/2019;NUTRAVANCE;170
03/04/2019;MINCI DELICE;1484
03/04/2019;NUTRAVANCE;240
04/04/2019;MINCI DELICE;1370
04/04/2019;NUTRAVANCE;168
05/04/2019;MINCI DELICE;953
05/04/2019;NUTRAVANCE;153
06/04/2019;MINCI DELICE;534
06/04/2019;NUTRAVANCE;832
08/04/2019;MINCI DELICE;2027
08/04/2019;NUTRAVANCE;11
09/04/2019;MINCI DELICE;1421
09/04/2019;NUTRAVANCE;248
10/04/2019;MINCI DELICE;1260
10/04/2019;NUTRAVANCE;276
11/04/2019;MINCI DELICE;1628
11/04/2019;NUTRAVANCE;56
12/04/2019;MINCI DELICE;891
12/04/2019;NUTRAVANCE;212
15/04/2019;MINCI DELICE;2154
15/04/2019;NUTRAVANCE;265
16/04/2019;MINCI DELICE;1261
16/04/2019;NUTRAVANCE;87
17/04/2019;MINCI DELICE;931
17/04/2019;NUTRAVANCE;364
18/04/2019;MINCI DELICE;930
18/04/2019;NUTRAVANCE;123
19/04/2019;MINCI DELICE;517
19/04/2019;NUTRAVANCE;200
22/04/2019;MINCI DELICE;1720
22/04/2019;NUTRAVANCE;311
23/04/2019;MINCI DELICE;1289
23/04/2019;NUTRAVANCE;9
24/04/2019;MINCI DELICE;1298
24/04/2019;NUTRAVANCE;253
25/04/2019;MINCI DELICE;1566
25/04/2019;NUTRAVANCE;118
26/04/2019;MINCI DELICE;1414
26/04/2019;NUTRAVANCE;267
29/04/2019;MINCI DELICE;4418
29/04/2019;NUTRAVANCE;151
30/04/2019;MINCI DELICE;2307
30/04/2019;NUTRAVANCE;79
02/05/2019;MINCI DELICE;4045
02/05/2019;NUTRAVANCE;338
03/05/2019;MINCI DELICE;2628
03/05/2019;NUTRAVANCE;137
04/05/2019;MINCI DELICE;933
04/05/2019;NUTRAVANCE;154
06/05/2019;MINCI DELICE;4364
06/05/2019;NUTRAVANCE;14
07/05/2019;MINCI DELICE;2725
07/05/2019;NUTRAVANCE;320
08/05/2019;MINCI DELICE;1369
08/05/2019;NUTRAVANCE;120
09/05/2019;MINCI DELICE;2581
09/05/2019;NUTRAVANCE;17
10/05/2019;LES MIRACULEUX;1
10/05/2019;MINCI DELICE;1756
10/05/2019;NUTRAVANCE;190
11/05/2019;MINCI DELICE;1253
11/05/2019;NUTRAVANCE;232
13/05/2019;MINCI DELICE;2891
13/05/2019;NUTRAVANCE;54
14/05/2019;MINCI DELICE;2067
14/05/2019;NUTRAVANCE;277
15/05/2019;MINCI DELICE;2011
15/05/2019;NUTRAVANCE;164
16/05/2019;MINCI DELICE;1736
16/05/2019;NUTRAVANCE;208
17/05/2019;MINCI DELICE;1338
17/05/2019;NUTRAVANCE;194
20/05/2019;MINCI DELICE;3729
20/05/2019;NUTRAVANCE;145
21/05/2019;MINCI DELICE;2599
21/05/2019;NUTRAVANCE;286
22/05/2019;MINCI DELICE;2111
22/05/2019;NUTRAVANCE;190
23/05/2019;MINCI DELICE;2195
23/05/2019;NUTRAVANCE;180
24/05/2019;MINCI DELICE;1622
24/05/2019;NUTRAVANCE;124
25/05/2019;MINCI DELICE;734
25/05/2019;NUTRAVANCE;180
27/05/2019;MINCI DELICE;3109
27/05/2019;NUTRAVANCE;33
28/05/2019;MINCI DELICE;2539
28/05/2019;NUTRAVANCE;173
29/05/2019;MINCI DELICE;1944
29/05/2019;NUTRAVANCE;262
31/05/2019;MINCI DELICE;3118
31/05/2019;NUTRAVANCE;84
03/06/2019;MINCI DELICE;4789
03/06/2019;NUTRAVANCE;91
04/06/2019;MINCI DELICE;2828
04/06/2019;NUTRAVANCE;315
05/06/2019;MINCI DELICE;2208
05/06/2019;NUTRAVANCE;156
06/06/2019;MINCI DELICE;1621
06/06/2019;NUTRAVANCE;135
07/06/2019;MINCI DELICE;1456
07/06/2019;NUTRAVANCE;201
10/06/2019;MINCI DELICE;1825
10/06/2019;NUTRAVANCE;92
11/06/2019;MINCI DELICE;3561
11/06/2019;NUTRAVANCE;21
12/06/2019;MINCI DELICE;1645
12/06/2019;NUTRAVANCE;255
13/06/2019;MINCI DELICE;1316
13/06/2019;NUTRAVANCE;246
14/06/2019;MINCI DELICE;987
14/06/2019;NUTRAVANCE;202
17/06/2019;MINCI DELICE;3219
17/06/2019;NUTRAVANCE;175
18/06/2019;MINCI DELICE;1935
18/06/2019;NUTRAVANCE;306
19/06/2019;MINCI DELICE;2011
19/06/2019;NUTRAVANCE;236
20/06/2019;MINCI DELICE;1172
20/06/2019;NUTRAVANCE;80
21/06/2019;MINCI DELICE;1343
21/06/2019;NUTRAVANCE;251
24/06/2019;MINCI DELICE;2543
24/06/2019;NUTRAVANCE;186
25/06/2019;MINCI DELICE;1488
25/06/2019;NUTRAVANCE;235
26/06/2019;MINCI DELICE;1305
26/06/2019;NUTRAVANCE;163
27/06/2019;MINCI DELICE;1241
27/06/2019;NUTRAVANCE;133
28/06/2019;MINCI DELICE;889
28/06/2019;NUTRAVANCE;67
01/07/2019;MINCI DELICE;2658
01/07/2019;NUTRAVANCE;154
02/07/2019;MINCI DELICE;1509
02/07/2019;NUTRAVANCE;130
03/07/2019;MINCI DELICE;1338
03/07/2019;NUTRAVANCE;151
04/07/2019;MINCI DELICE;1077
04/07/2019;NUTRAVANCE;180
05/07/2019;MINCI DELICE;1055
05/07/2019;NUTRAVANCE;200
08/07/2019;MINCI DELICE;2768
08/07/2019;NUTRAVANCE;126
09/07/2019;MINCI DELICE;1385
09/07/2019;NUTRAVANCE;170
10/07/2019;MINCI DELICE;1469
10/07/2019;NUTRAVANCE;151
11/07/2019;MINCI DELICE;1160
11/07/2019;NUTRAVANCE;205
12/07/2019;MINCI DELICE;968
12/07/2019;NUTRAVANCE;141
15/07/2019;MINCI DELICE;2615
15/07/2019;NUTRAVANCE;103
16/07/2019;MINCI DELICE;1250
16/07/2019;NUTRAVANCE;55
17/07/2019;MINCI DELICE;1013
17/07/2019;NUTRAVANCE;253
18/07/2019;MINCI DELICE;985
18/07/2019;NUTRAVANCE;102
19/07/2019;MINCI DELICE;1029
19/07/2019;NUTRAVANCE;101
22/07/2019;MINCI DELICE;2045
22/07/2019;NUTRAVANCE;165
23/07/2019;MINCI DELICE;1267
23/07/2019;NUTRAVANCE;236
24/07/2019;MINCI DELICE;1076
24/07/2019;NUTRAVANCE;167
25/07/2019;MINCI DELICE;1048
25/07/2019;NUTRAVANCE;211
26/07/2019;MINCI DELICE;1079
26/07/2019;NUTRAVANCE;109
29/07/2019;MINCI DELICE;2568
